feature,coef,t,r2,n,abs_t
p_negative_wmean,-0.055266203727959484,-16.395040949755245,0.004260619618049466,62822,16.395040949755245
p_positive_wmean,0.04084579397203639,14.670821073236286,0.003414487116970455,62822,14.670821073236286
entropy_wmean,-0.04868210757753637,-9.28514245293776,0.001370514374764542,62822,9.28514245293776
p_neutral_wmean,-0.0033090201974606314,-1.162582209689315,2.1514936560884657e-05,62822,1.162582209689315
