feature,coef,t,r2,n,abs_t
p_negative_wmean,-0.05465416689961332,-21.864047673615072,0.007552154956098733,62822,21.864047673615072
p_positive_wmean,0.03596641144681888,17.40369070620519,0.004798393382080213,62822,17.40369070620519
entropy_wmean,-0.04369940492760728,-11.224510266238616,0.002001551353089215,62822,11.224510266238616
p_neutral_wmean,0.001338710895205133,0.6332033247744627,6.382424252437957e-06,62822,0.6332033247744627
